,stopid,stopname,geometry
6502,10597.0,Foothill / Pinewood,POINT (-118.285575 34.247888)
1233,2047.0,Foothill / Pinewood,POINT (-118.285721 34.248149)
6472,10562.0,Foothill / Commerce,POINT (-118.288369 34.248368)
1202,2011.0,Foothill / Commerce,POINT (-118.28837 34.248654)
1211,2023.0,Foothill / Hillhaven,POINT (-118.290628 34.24997)
5358,8562.0,York / Avenue 46,POINT (-118.215789 34.123318)
10182,16869.0,York / Avenue 45,POINT (-118.218526 34.123582)
5357,8561.0,York / Avenue 45,POINT (-118.218133 34.12377)
1025,1737.0,Eagle Rock / York,POINT (-118.220853 34.123916)
1024,1736.0,Eagle Rock / York,POINT (-118.221263 34.123951)
6308,10309.0,Eagle Rock / York,POINT (-118.220804 34.124317)
1030,1744.0,Eagle Rock / Avenue 45,POINT (-118.219044 34.125868)
6299,10299.0,Eagle Rock / Avenue 45,POINT (-118.219111 34.126236)
1040,1754.0,Eagle Rock / Westdale,POINT (-118.216829 34.129328)
6307,10308.0,Eagle Rock / Westdale,POINT (-118.217052 34.129655)
5373,8579.0,Yosemite / Norwalk,POINT (-118.209637 34.13393)
10194,16883.0,Yosemite / Highland View,POINT (-118.209178 34.134046)
5370,8576.0,Yosemite / Del Rosa Walk,POINT (-118.213158 34.1346)
11717,142135.0,Yosemite / Del Rosa Walk,POINT (-118.213106 34.134792)
5371,8577.0,Yosemite / Eagle Rock,POINT (-118.215059 34.134959)
6292,10292.0,Eagle Rock / Chickasaw,POINT (-118.214804 34.137205)
1028,1742.0,Eagle Rock / Merton,POINT (-118.214261 34.137989)
1026,1739.0,Eagle Rock / Colorado,POINT (-118.214398 34.138714)
6293,10293.0,Colorado / Eagle Rock,POINT (-118.214482 34.13903)
5790,9327.0,Colorado / Maywood,POINT (-118.211369 34.139063)
1031,1745.0,Eagle Rock / Norwalk,POINT (-118.215971 34.132223)
6300,10300.0,Eagle Rock / Norwalk,POINT (-118.216151 34.132696)
6311,10312.0,Eagle Rock / Yosemite,POINT (-118.215466 34.13498)
1041,1757.0,Eagle Rock / Yosemite,POINT (-118.215064 34.135267)
468,770.0,Colorado / El Rio,POINT (-118.216112 34.139607)
5783,9315.0,Colorado / Ellenwood,POINT (-118.218777 34.139838)
458,758.0,Colorado / Ellenwood,POINT (-118.218791 34.140099)
5793,9333.0,Colorado / Sierra Villa,POINT (-118.223228 34.142103)
478,786.0,Colorado / Sierra Villa,POINT (-118.222725 34.142178)
462,764.0,Colorado / Broadway,POINT (-118.224855 34.142624)
5786,9322.0,Colorado / Eagledale,POINT (-118.227178 34.142645)
5782,9313.0,Colorado / Eagledale,POINT (-118.227886 34.142899)
466,768.0,Colorado / Broadway,POINT (-118.225186 34.142918)
11698,142101.0,Broadway / Colorado,POINT (-118.224985 34.142998)
5661,9067.0,Broadway / Sumner,POINT (-118.224996 34.143391)
6569,10738.0,Glendale / Atwater,POINT (-118.259802 34.11876)
1868,3053.0,Los Feliz / Revere,POINT (-118.263502 34.125985)
7044,11541.0,Los Feliz / Revere,POINT (-118.263982 34.126031)
11710,142126.0,Los Feliz / Brunswick,POINT (-118.265575 34.125194)
6505,10603.0,Foothill / Saluda,POINT (-118.2685 34.241745)
1238,2055.0,Foothill / Saluda,POINT (-118.26805 34.241784)
6498,10593.0,Foothill / Pali,POINT (-118.270327 34.242878)
1229,2043.0,Foothill / Pali,POINT (-118.270275 34.243164)
1219,2032.0,Foothill / Marnice,POINT (-118.274217 34.245609)
6510,10609.0,Foothill / Tujunga Canyon,POINT (-118.275933 34.246273)
1242,2060.0,Foothill / Tujunga Canyon,POINT (-118.276445 34.246775)
6481,10573.0,Foothill / Haines Canyon,POINT (-118.279177 34.247343)
1209,2021.0,Foothill / Haines Canyon,POINT (-118.279217 34.247628)
6490,10583.0,Foothill / Marcus,POINT (-118.281964 34.247672)
1218,2031.0,Foothill / Marcus,POINT (-118.281614 34.247903)
3881,6179.0,Shepard / Gaffey,POINT (-118.29252 33.706853)
3882,6180.0,Shepard / Carolina,POINT (-118.290817 33.706857)
8714,14559.0,Shepard / Gaffey,POINT (-118.29262 33.707109)
11898,20400018.0,Paseo Del Mar / Shepard,POINT (-118.294531 33.707365)
10666,17562.0,13th / Cabrillo,POINT (-118.294734 33.732366)
10664,17560.0,13th / Meyler,POINT (-118.296424 33.732376)
10668,17565.0,13th / Gaffey,POINT (-118.292692 33.732501)
10667,17563.0,13th / Cabrillo,POINT (-118.294405 33.732507)
10665,17561.0,13th / Meyler,POINT (-118.297082 33.73252)
12048,25400198.0,Gaffey / 11th,POINT (-118.292194 33.734109)
2655,4332.0,Paseo Del Mar / Meyler,POINT (-118.301633 33.711246)
10662,17558.0,13th / Alma,POINT (-118.298644 33.732384)
10660,17556.0,13th / Leland,POINT (-118.301338 33.732397)
10658,17554.0,13th / Walker,POINT (-118.303535 33.732405)
10656,17552.0,13th / Patton,POINT (-118.305258 33.732409)
9515,15759.0,13th / Averill,POINT (-118.307938 33.732419)
10663,17559.0,13th / Alma,POINT (-118.299302 33.732531)
10661,17557.0,13th / Leland,POINT (-118.301009 33.732538)
10659,17555.0,13th / Walker,POINT (-118.303206 33.732549)
10657,17553.0,13th / Patton,POINT (-118.305423 33.732554)
12049,25400199.0,Gaffey / 9th,POINT (-118.29219 33.735788)
12050,25400200.0,Gaffey / 7th,POINT (-118.292177 33.737736)
4656,7389.0,7th / Gaffey,POINT (-118.292559 33.737801)
4654,7384.0,7th / Cabrillo,POINT (-118.294704 33.73781)
9505,15743.0,7th / Cabrillo,POINT (-118.294375 33.737954)
9511,15753.0,7th / Meyler,POINT (-118.296569 33.737965)
3146,5064.0,Gaffey / 5th,POINT (-118.292167 33.73955)
8103,13511.0,Gaffey / 5th,POINT (-118.292468 33.739824)
8282,13821.0,1st / Gaffey,POINT (-118.291976 33.743243)
9516,15760.0,13th / Averill,POINT (-118.308067 33.73258)
10654,17550.0,Weymouth / Averill Park,POINT (-118.309737 33.734049)
10655,17551.0,Weymouth / Harbor View,POINT (-118.309599 33.734211)
12074,65300085.0,Weymouth / 9th,POINT (-118.309817 33.73631)
3653,5780.0,Weymouth / 9th,POINT (-118.309574 33.736393)
3651,5778.0,Weymouth / 7th,POINT (-118.309566 33.737795)
10259,16983.0,1st / Western,POINT (-118.309468 33.743315)
10258,16982.0,1st / Western,POINT (-118.309558 33.743461)
4662,7401.0,1st / Cabrillo,POINT (-118.29468 33.743253)
4665,7404.0,1st / Gaffey,POINT (-118.292141 33.743389)
4661,7400.0,1st / Cabrillo,POINT (-118.294838 33.743401)
7274,12035.0,Gaffey / 1st,POINT (-118.292457 33.743454)
3145,5063.0,Gaffey / 1st,POINT (-118.292142 33.743658)
7273,12034.0,Gaffey / Summerland,POINT (-118.29316 33.747876)
2182,3546.0,Gaffey / Summerland,POINT (-118.292884 33.748031)
6523,10641.0,Gaffey / Channel,POINT (-118.292415 33.753948)
10681,17579.0,Western / Crestwood,POINT (-118.309072 33.749963)
10683,17581.0,Western / Park Western,POINT (-118.308806 33.752)
10684,17582.0,Western / Park Western,POINT (-118.30908 33.752299)
10685,17583.0,Western / Capitol,POINT (-118.308842 33.753624)
10673,17571.0,1st / Hanford,POINT (-118.301699 33.743277)
10675,17573.0,1st / Walker,POINT (-118.304426 33.743281)
10678,17576.0,1st / Patton,POINT (-118.306133 33.743291)
10672,17570.0,1st / Hanford,POINT (-118.301864 33.74342)
10674,17572.0,1st / Walker,POINT (-118.304097 33.743425)
10677,17575.0,1st / Patton,POINT (-118.306791 33.743437)
10564,17425.0,Western / 260th,POINT (-118.307941 33.787042)
10563,17424.0,Western / 259th,POINT (-118.307538 33.787381)
436,711.0,Western / Pacific Coast Highway,POINT (-118.307755 33.789208)
10691,17589.0,Western / Westmont,POINT (-118.311501 33.762907)
10693,17591.0,Western / Avenida Aprenda,POINT (-118.310384 33.766716)
10695,17593.0,Western / John Montgomery,POINT (-118.309393 33.770109)
7276,12037.0,Gaffey / Channel,POINT (-118.292093 33.754061)
7262,12016.0,Gaffey / Capitol,POINT (-118.292675 33.75886)
7269,12029.0,Gaffey / Capitol,POINT (-118.292383 33.758949)
7277,12038.0,Gaffey / Westmont,POINT (-118.293568 33.764032)
2183,3548.0,Gaffey / Westmont,POINT (-118.293296 33.764209)
7275,12036.0,Vermont / Anaheim,POINT (-118.297307 33.782843)
3350,5350.0,Vermont / Anaheim,POINT (-118.297715 33.78291)
8216,13732.0,25965 Normandie,POINT (-118.297652 33.787348)
3315,5304.0,25965 Normandie,POINT (-118.297287 33.787497)
7653,12735.0,Normandie / Pacific Coast Highway,POINT (-118.297626 33.789442)
2590,4240.0,Pacific Coast Highway / Normandie,POINT (-118.297115 33.789935)
10569,17430.0,Pacific Coast Highway / Vermont,POINT (-118.291365 33.790878)
7656,12738.0,Pacific Coast Highway / Vermont,POINT (-118.292021 33.791135)
10573,17435.0,Bixby / Pacific Coast Highway,POINT (-118.290751 33.791275)
3561,5639.0,Vermont / Pacific Coast Highway,POINT (-118.291189 33.791387)
10575,17437.0,Vermont / 253rd,POINT (-118.29097 33.794443)
8409,14034.0,Vermont / 190th,POINT (-118.290678 33.85855)
10600,17462.0,Vermont / 186th,POINT (-118.290724 33.862158)
435,709.0,Western / Pacific Coast Highway,POINT (-118.307453 33.789291)
10567,17428.0,Pacific Coast Highway / Belle Porte,POINT (-118.301328 33.789339)
10565,17426.0,Pacific Coast Highway / President,POINT (-118.304441 33.789348)
10720,17624.0,Pacific Coast Highway / Western,POINT (-118.307272 33.789355)
10568,17429.0,Pacific Coast Highway / Belle Porte,POINT (-118.301 33.789593)
10566,17427.0,Pacific Coast Highway / President,POINT (-118.304113 33.789602)
10719,17623.0,Pacific Coast Highway / Western,POINT (-118.307404 33.789613)
10262,16986.0,Pacific Coast Highway / Normandie,POINT (-118.297839 33.789955)
8455,14100.0,Western / 104th,POINT (-118.30916 33.941986)
4764,7568.0,Century / Western,POINT (-118.309219 33.945344)
4756,7560.0,Century / Gramercy,POINT (-118.313053 33.945348)
4842,7727.0,Imperial / La Cienega,POINT (-118.36903 33.930797)
4837,7720.0,Imperial / I-105 W Exit 2A,POINT (-118.374796 33.930798)
11331,30011.0,Aviation / LAX Station,POINT (-118.3772 33.92959)
198,312.0,Imperial / Aviation,POINT (-118.378211 33.930793)
5552,8898.0,Aviation / Imperial,POINT (-118.378325 33.931284)
200,314.0,Aviation / 111th,POINT (-118.378325 33.934161)
199,313.0,Aviation / 104th,POINT (-118.378333 33.941861)
5553,8899.0,Aviation / 104th,POINT (-118.378638 33.942135)
12053,25400211.0,Imperial / I-105 W Exit 2A,POINT (-118.374962 33.931053)
6805,11161.0,Imperial / La Cienega,POINT (-118.37036 33.931059)
387,636.0,Century / Concourse,POINT (-118.375131 33.945278)
9597,15893.0,Century / Concourse,POINT (-118.375231 33.945533)
9612,15911.0,Century / La Cienega,POINT (-118.370381 33.945546)
11387,32181.0,Century / Aviation,POINT (-118.378177 33.94531)
4744,7547.0,Century / Airport,POINT (-118.385708 33.945368)
4747,7551.0,Century / International,POINT (-118.381735 33.945381)
1574,2608.0,Century / Aviation,POINT (-118.378304 33.945581)
11522,140771.0,Century / Airport,POINT (-118.386369 33.945622)
9602,15900.0,Century / International,POINT (-118.381403 33.945632)
11840,176107.0,96th / Airport,POINT (-118.387093 33.949299)
11495,140730.0,Airport / 96th,POINT (-118.385774 33.949715)
26,67.0,Airport / Arbor Vitae,POINT (-118.38602 33.952292)
5405,8670.0,Airport / Arbor Vitae,POINT (-118.385715 33.952507)
3516,5577.0,Century / Avion,POINT (-118.389365 33.945366)
9599,15897.0,Century / Avion,POINT (-118.389943 33.945624)
3493,5548.0,Sepulveda / Century,POINT (-118.395941 33.945871)
8351,13938.0,96th / Sepulveda,POINT (-118.39574 33.948694)
4687,7437.0,96th / Sepulveda,POINT (-118.395853 33.948834)
11327,30006.0,LAX City Bus Center,POINT (-118.392545 33.950247)
3858,6134.0,Sepulveda / Westchester,POINT (-118.396058 33.954411)
3496,5552.0,Westchester / Sepulveda,POINT (-118.39588 33.954519)
8350,13933.0,Sepulveda / La Tijera,POINT (-118.396373 33.956971)
11423,36554.0,Sepulveda / Manchester,POINT (-118.396046 33.957451)
3564,5643.0,Vermont / 104th,POINT (-118.291412 33.941783)
3563,5642.0,Vermont / 103rd,POINT (-118.291411 33.943311)
11519,140768.0,Century / Vermont,POINT (-118.2913 33.945636)
11589,140945.0,Vermont / Century,POINT (-118.291413 33.945784)
9601,15899.0,Century / Denker,POINT (-118.304465 33.945612)
9614,15914.0,Century / Van Ness,POINT (-118.317538 33.945603)
11520,140769.0,Century / Western,POINT (-118.308758 33.945604)
9609,15908.0,Century / Gramercy,POINT (-118.313219 33.945609)
8482,14141.0,Western / Century,POINT (-118.309141 33.945611)
3643,5759.0,Western / Century,POINT (-118.308834 33.945612)
3546,5620.0,Van Ness / Century,POINT (-118.317618 33.945748)
3640,5753.0,Western / 96th,POINT (-118.308848 33.948541)
8479,14136.0,Western / 96th,POINT (-118.309152 33.948815)
3545,5619.0,Van Ness / 96th,POINT (-118.317612 33.949376)
3544,5618.0,Van Ness / Arbor Vitae,POINT (-118.317611 33.952538)
3639,5752.0,Western / 92nd,POINT (-118.308837 33.952583)
8478,14134.0,Western / 92nd,POINT (-118.309138 33.952857)
3543,5617.0,Van Ness / 90th,POINT (-118.317608 33.956196)
3637,5750.0,Western / 89th,POINT (-118.30884 33.95621)
8476,14132.0,Western / 89th,POINT (-118.309145 33.956484)
3648,5769.0,Western / Manchester,POINT (-118.308823 33.959667)
12072,65300076.0,Western / Manchester,POINT (-118.309114 33.959746)
1785,2942.0,Manchester / Western,POINT (-118.309305 33.959844)
4908,7811.0,Manchester / Gramercy,POINT (-118.31352 33.959853)
9724,16108.0,Manchester / Western,POINT (-118.3093 33.960103)
8244,13773.0,Normandie / 92nd,POINT (-118.300363 33.952885)
7558,12550.0,Normandie / 91st,POINT (-118.300359 33.954462)
8243,13772.0,Normandie / 89th,POINT (-118.300358 33.956831)
3355,5357.0,Normandie / Manchester,POINT (-118.300124 33.959799)
4909,7812.0,Manchester / Harvard,POINT (-118.306964 33.959864)
4897,7797.0,Manchester / Denker,POINT (-118.304804 33.959878)
4912,7815.0,Manchester / Normandie,POINT (-118.300511 33.959886)
9716,16098.0,Manchester / Gramercy,POINT (-118.313191 33.960106)
8394,14009.0,Manchester / Van Ness,POINT (-118.317544 33.960109)
3549,5624.0,Van Ness / Manchester,POINT (-118.317624 33.960254)
8475,14131.0,Western / 83rd,POINT (-118.309139 33.963802)
3542,5616.0,Van Ness / 83rd,POINT (-118.317628 33.963928)
3636,5749.0,Western / 83rd,POINT (-118.308829 33.96394)
3541,5615.0,Van Ness / 79th,POINT (-118.317623 33.967113)
3634,5747.0,Western / 79th,POINT (-118.308824 33.967174)
8473,14129.0,Western / 79th,POINT (-118.309129 33.967448)
3540,5614.0,Van Ness / 76th,POINT (-118.317621 33.97077)
9717,16099.0,Manchester / Harvard,POINT (-118.306635 33.960118)
9704,16086.0,Manchester / Denker,POINT (-118.304475 33.960132)
9720,16102.0,Manchester / Normandie,POINT (-118.300083 33.960145)
8253,13783.0,Normandie / Manchester,POINT (-118.300367 33.960208)
8242,13771.0,Normandie / 83rd,POINT (-118.300362 33.963401)
3343,5343.0,Normandie / 83rd,POINT (-118.300121 33.963539)
3342,5341.0,Normandie / 79th,POINT (-118.300115 33.967166)
8241,13769.0,Normandie / 79th,POINT (-118.30036 33.967437)
3341,5339.0,Normandie / 76th,POINT (-118.300187 33.970837)
8240,13767.0,Normandie / 76th,POINT (-118.300426 33.971111)
8384,13999.0,Van Ness / 76th,POINT (-118.317859 33.971072)
8383,13998.0,Van Ness / 74th,POINT (-118.317856 33.972919)
4785,7634.0,Florence / 8th,POINT (-118.326757 33.974434)
4784,7633.0,Florence / 5th,POINT (-118.322344 33.974454)
9630,15974.0,Florence / 8th,POINT (-118.326343 33.974646)
9629,15973.0,Florence / 4th,POINT (-118.321455 33.974657)
560,905.0,Crenshaw / 78th,POINT (-118.33069 33.968952)
5861,9449.0,Crenshaw / 78th,POINT (-118.330995 33.969226)
559,904.0,Crenshaw / 76th,POINT (-118.330691 33.970752)
5860,9448.0,Crenshaw / 76th,POINT (-118.330995 33.971026)
839,1437.0,Florence / West,POINT (-118.334963 33.974373)
525,852.0,Florence / Crenshaw,POINT (-118.3303 33.974405)
44,102.0,Arbor Vitae / Bellanca,POINT (-118.380024 33.952556)
43,101.0,Arbor Vitae / Aviation,POINT (-118.376535 33.952558)
5423,8702.0,Arbor Vitae / Bellanca,POINT (-118.380829 33.952751)
4919,7823.0,Manchester / Wiley Post,POINT (-118.387407 33.959759)
4893,7793.0,Manchester / Airport,POINT (-118.385742 33.959764)
4895,7795.0,Manchester / Belford,POINT (-118.383608 33.959768)
4896,7796.0,Manchester / Bellanca,POINT (-118.380699 33.959778)
4904,7804.0,Manchester / Osage,POINT (-118.378971 33.95978)
9729,16113.0,Manchester / Wiley Post,POINT (-118.387012 33.960013)
9701,16083.0,Manchester / Airport,POINT (-118.385248 33.960019)
9702,16084.0,Manchester / Belford,POINT (-118.383774 33.960021)
9703,16085.0,Manchester / Bellanca,POINT (-118.3808 33.96003)
9711,16093.0,Manchester / Osage,POINT (-118.378643 33.960034)
1680,2780.0,La Tijera / Airport,POINT (-118.385548 33.964917)
6873,11274.0,La Tijera / Airport,POINT (-118.385595 33.965241)
1682,2782.0,La Tijera / Belford,POINT (-118.384329 33.966004)
11691,142072.0,La Tijera / 79th,POINT (-118.381741 33.968304)
1681,2781.0,La Tijera / Alvern,POINT (-118.374346 33.974878)
6874,11275.0,La Tijera / Alvern,POINT (-118.374345 33.975249)
6875,11276.0,La Tijera / Centinela,POINT (-118.372446 33.976978)
2014,3287.0,Centinela / La Tijera,POINT (-118.372115 33.977189)
9722,16104.0,Manchester / Sepulveda,POINT (-118.396602 33.960018)
1688,2788.0,La Tijera / Manchester,POINT (-118.390967 33.960088)
1689,2789.0,La Tijera / Wiley Post,POINT (-118.38807 33.962667)
6881,11282.0,La Tijera / 83rd,POINT (-118.388068 33.963041)
6872,11273.0,La Tijera / 78th,POINT (-118.38168 33.96873)
6880,11281.0,La Tijera / 74th,POINT (-118.379689 33.970498)
1687,2787.0,La Tijera / 74th,POINT (-118.379133 33.970628)
1684,2784.0,La Tijera / Thornburn,POINT (-118.376636 33.97284)
6876,11277.0,La Tijera / Thornburn,POINT (-118.376539 33.973294)
373,615.0,Centinela / Sherbourne,POINT (-118.38183 33.976327)
4743,7541.0,Centinela / Alvern,POINT (-118.376476 33.976946)
1683,2783.0,La Tijera / Centinela,POINT (-118.371133 33.97771)
6879,11280.0,La Tijera / 64th,POINT (-118.367286 33.981876)
8426,14059.0,Vermont / 79th,POINT (-118.291792 33.967508)
3588,5674.0,Vermont / 79th,POINT (-118.291477 33.96811)
8425,14058.0,Vermont / 76th,POINT (-118.291783 33.970805)
3587,5673.0,Vermont / 76th,POINT (-118.291467 33.970979)
8440,14076.0,Vermont / Florence,POINT (-118.291756 33.974301)
4789,7639.0,Florence / Budlong,POINT (-118.29646 33.974484)
4795,7647.0,Florence / Vermont,POINT (-118.2921 33.974503)
12054,25400213.0,Florence / Vermont,POINT (-118.292167 33.974759)
9635,15980.0,Florence / Budlong,POINT (-118.29558 33.974775)
3600,5690.0,Vermont / Florence,POINT (-118.291446 33.975181)
3633,5746.0,Western / 76th,POINT (-118.308818 33.97079)
8472,14128.0,Western / 76th,POINT (-118.309122 33.971064)
3539,5613.0,Van Ness / 74th,POINT (-118.317618 33.972644)
8483,14143.0,Western / Florence,POINT (-118.309117 33.974159)
3547,5621.0,Van Ness / Florence,POINT (-118.317614 33.97437)
4796,7648.0,Florence / Western,POINT (-118.309231 33.974447)
4791,7642.0,Florence / Gramercy,POINT (-118.313611 33.97446)
4794,7646.0,Florence / Van Ness,POINT (-118.317404 33.974464)
9637,15983.0,Florence / Gramercy,POINT (-118.313127 33.974665)
9640,15989.0,Florence / Western,POINT (-118.308704 33.974701)
3352,5352.0,Normandie / Florence,POINT (-118.30017 33.974373)
4786,7636.0,Florence / Denker,POINT (-118.304867 33.974455)
4793,7645.0,Florence / Normandie,POINT (-118.30055 33.974463)
9633,15977.0,Florence / Denker,POINT (-118.30434 33.974709)
1835,3011.0,Florence / Normandie,POINT (-118.300782 33.974721)
8249,13778.0,Normandie / Florence,POINT (-118.300402 33.974788)
3340,5337.0,Normandie / 70th,POINT (-118.30015 33.976069)
8239,13765.0,Normandie / 70th,POINT (-118.300388 33.976343)
3338,5335.0,Normandie / 67th,POINT (-118.300142 33.97838)
8237,13763.0,Normandie / 67th,POINT (-118.30038 33.978654)
9639,15987.0,Florence / Van Ness,POINT (-118.317471 33.974717)
3644,5760.0,Western / Florence,POINT (-118.30881 33.97494)
3632,5743.0,Western / 69th,POINT (-118.308807 33.976866)
8471,14126.0,Western / 69th,POINT (-118.309112 33.97714)
3538,5612.0,Van Ness / 67th,POINT (-118.317609 33.978074)
3631,5742.0,Western / 67th,POINT (-118.3088 33.978369)
8470,14125.0,Western / 67th,POINT (-118.309104 33.978643)
3537,5611.0,Van Ness / 65th,POINT (-118.317602 33.979871)
3548,5622.0,Van Ness / Gage,POINT (-118.317589 33.981677)
9651,16002.0,Gage / Western,POINT (-118.308585 33.981881)
8390,14005.0,Van Ness / Florence,POINT (-118.317853 33.974782)
8382,13997.0,Van Ness / 67th,POINT (-118.317847 33.978348)
8815,14693.0,Southwest / 8th,POINT (-118.326166 33.979315)
3976,6316.0,Southwest / 8th,POINT (-118.326312 33.979417)
8381,13996.0,Van Ness / 65th,POINT (-118.317838 33.980145)
6787,11128.0,8th / Hyde Park,POINT (-118.326368 33.980326)
1567,2591.0,Hyde Park / 8th,POINT (-118.326719 33.980553)
3975,6315.0,Southwest / 3rd,POINT (-118.320786 33.981841)
8814,14692.0,Southwest / 3rd,POINT (-118.320958 33.981932)
8391,14006.0,Van Ness / Gage,POINT (-118.317825 33.981978)
9652,16003.0,Gage / Western,POINT (-118.308764 33.982035)
8484,14144.0,Western / Gage,POINT (-118.309104 33.982045)
3645,5762.0,Western / Gage,POINT (-118.308794 33.982246)
11610,140988.0,Western / 62nd,POINT (-118.308791 33.98312)
3536,5610.0,Van Ness / Southwest,POINT (-118.317579 33.983185)
4622,7339.0,62nd / Van Ness,POINT (-118.317365 33.98329)
4619,7335.0,62nd / Cimarron,POINT (-118.315983 33.983297)
4620,7336.0,62nd / Gramercy,POINT (-118.313588 33.983306)
4621,7337.0,62nd / Saint Andrews,POINT (-118.311134 33.983315)
4623,7340.0,62nd / Western,POINT (-118.309135 33.983317)
3337,5334.0,Normandie / 65th,POINT (-118.300136 33.98046)
8236,13762.0,Normandie / 65th,POINT (-118.300374 33.980762)
3353,5353.0,Normandie / Gage,POINT (-118.300125 33.982134)
4805,7659.0,Gage / Normandie,POINT (-118.300439 33.982251)
4801,7654.0,Gage / Denker,POINT (-118.304737 33.982259)
9649,16000.0,Gage / Normandie,POINT (-118.300044 33.982422)
9644,15995.0,Gage / Denker,POINT (-118.304408 33.982461)
8250,13779.0,Normandie / Gage,POINT (-118.300358 33.98249)
3336,5332.0,Normandie / 60th,POINT (-118.300089 33.985747)
8235,13760.0,Normandie / 60th,POINT (-118.300327 33.986021)
9475,15700.0,62nd / Van Ness,POINT (-118.317497 33.983433)
9472,15696.0,62nd / Cimarron,POINT (-118.316148 33.983439)
9473,15697.0,62nd / Gramercy,POINT (-118.313753 33.983448)
9474,15698.0,62nd / Saint Andrews,POINT (-118.311794 33.983456)
11580,140926.0,62nd / Western,POINT (-118.309267 33.983462)
8469,14124.0,Western / 62nd,POINT (-118.309089 33.983529)
3530,5602.0,Van Ness / Hyde Park,POINT (-118.317569 33.984265)
8468,14123.0,Western / 60th,POINT (-118.309086 33.985373)
3630,5740.0,Western / 60th,POINT (-118.308791 33.985764)
3535,5609.0,Van Ness / 59th,POINT (-118.317551 33.987175)
8376,13989.0,Van Ness / Southwest,POINT (-118.317811 33.983487)
8375,13988.0,Van Ness / Hyde Park,POINT (-118.317808 33.984539)
8380,13995.0,Van Ness / 59th,POINT (-118.317786 33.987449)
4992,7964.0,Slauson / 8th,POINT (-118.326659 33.988934)
4991,7963.0,Slauson / 6th,POINT (-118.323169 33.988957)
4990,7962.0,Slauson / 4th,POINT (-118.32175 33.988967)
4989,7961.0,Slauson / 2nd,POINT (-118.319774 33.98898)
10225,16934.0,Slauson / Van Ness,POINT (-118.317861 33.988985)
9802,16260.0,Slauson / 8th,POINT (-118.326264 33.989188)
9801,16259.0,Slauson / 6th,POINT (-118.323335 33.98921)
11314,25500.0,Western / Slauson,POINT (-118.309083 33.988871)
11611,140989.0,Western / Slauson,POINT (-118.308773 33.988871)
5011,7989.0,Slauson / Wilton,POINT (-118.3151 33.989003)
5010,7988.0,Slauson / Western,POINT (-118.309159 33.989016)
3941,6258.0,Slauson / Ruthelen,POINT (-118.312267 33.989016)
10230,16940.0,Slauson / Van Ness,POINT (-118.317328 33.98921)
9822,16284.0,Slauson / Wilton,POINT (-118.314682 33.989257)
8780,14642.0,Slauson / Ruthelen,POINT (-118.312399 33.989269)
9821,16283.0,Slauson / Western,POINT (-118.308698 33.989276)
11654,141078.0,Van Ness / Slauson,POINT (-118.317371 33.989382)
4905,7805.0,Manchester / Rayford,POINT (-118.422566 33.959668)
4903,7803.0,Manchester / Lincoln,POINT (-118.418342 33.95968)
11017,18302.0,Manchester / Loyola,POINT (-118.416782 33.959683)
11015,18300.0,Manchester / Georgetown,POINT (-118.413725 33.959691)
11388,32184.0,Sepulveda / Imperial,POINT (-118.396301 33.931163)
6806,11163.0,Sepulveda / Imperial,POINT (-118.395991 33.93117)
8352,13939.0,Sepulveda / Century,POINT (-118.396436 33.945229)
17,51.0,St Bernard High School,POINT (-118.433316 33.953203)
5185,8251.0,Westchester High School,POINT (-118.42997 33.955886)
1922,3130.0,Manchester / Tuscany,POINT (-118.438989 33.957914)
7070,11622.0,Manchester / Tuscany,POINT (-118.439241 33.958076)
4899,7799.0,Manchester / Falmouth,POINT (-118.436992 33.958845)
9706,16088.0,Manchester / Falmouth,POINT (-118.437283 33.958998)
4900,7800.0,Manchester / Gulana,POINT (-118.4354 33.959507)
9993,16537.0,Manchester / Park Hill,POINT (-118.426625 33.959638)
4917,7821.0,Manchester / Saran,POINT (-118.432805 33.959649)
9707,16089.0,Manchester / Gulana,POINT (-118.435658 33.959704)
3490,5543.0,Sepulveda Westway / La Tijera,POINT (-118.3981 33.957976)
9721,16103.0,Sepulveda / Manchester,POINT (-118.396362 33.95959)
11424,36555.0,Sepulveda / Manchester,POINT (-118.396059 33.959659)
4901,7801.0,Manchester / Kentwood,POINT (-118.400597 33.959724)
4913,7816.0,Manchester / Sepulveda,POINT (-118.396472 33.959738)
4918,7822.0,Manchester / Truxton,POINT (-118.39325 33.959746)
4902,7802.0,Manchester / La Tijera,POINT (-118.391908 33.959747)
9708,16090.0,Manchester / Kentwood,POINT (-118.40073 33.959977)
9727,16111.0,Manchester / Truxton,POINT (-118.39335 33.959998)
9709,16091.0,Manchester / La Tijera,POINT (-118.391744 33.960001)
4898,7798.0,Manchester / Emerson,POINT (-118.404033 33.959718)
9712,16094.0,Manchester / Rayford,POINT (-118.422238 33.959922)
9710,16092.0,Manchester / Lincoln,POINT (-118.419095 33.959931)
1878,3068.0,Manchester / Loyola,POINT (-118.417004 33.959938)
11016,18301.0,Manchester / Georgetown,POINT (-118.413288 33.959951)
9705,16087.0,Manchester / Emerson,POINT (-118.4042 33.95997)
3469,5509.0,Jefferson / Beethoven,POINT (-118.421153 33.975923)
6819,11192.0,Jefferson / Beethoven,POINT (-118.421369 33.976119)
