,stopid,stopname,geometry
5,355532.0,7th St & Pacific Ave (Westbound),POINT (-118.28807294400008 33.737875346000095)
4,355527.0,7th St & Mesa St (Westbound),POINT (-118.28590437800007 33.7378864990001)
7,448442.0,7th St & Gaffey St (Westbound),POINT (-118.29205334200009 33.73789765100006)
6,355539.0,7th St & Grand Ave (Westbound),POINT (-118.29049497800008 33.73790099700008)
1,448436.0,Sampson Way & 6th St (Northbound),POINT (-118.27904999300004 33.73812962200006)
22,448441.0,Sampson Way & 6th St (Southbound),POINT (-118.27910363700012 33.73825452900011)
2,448437.0,Harbor Blvd & 6th St (Southbound),POINT (-118.27991366400009 33.73854449100006)
21,448440.0,Harbor Blvd & 6th St (Northbound),POINT (-118.2797795530001 33.73868278000007)
8,448443.0,Gaffey St & 5th St (Northbound),POINT (-118.29222500300006 33.7395303540001)
15,448447.0,Gaffey St & 4th St (Southbound),POINT (-118.29240202900009 33.74032885100011)
14,431169.0,Gaffey St & 1st St (Southbound),POINT (-118.29238593600006 33.74316144600008)
9,431167.0,Gaffey St & 1st St (Northbound),POINT (-118.29223573200012 33.7434603130001)
761,486156.0,Pacific Coast Hwy & Belle Porte Ave (Eastbound),POINT (-118.30134183200009 33.78942720900008)
760,486155.0,Pacific Coast Hwy & President Ave (Eastbound),POINT (-118.30443710100009 33.78945107600007)
759,433062.0,Pacific Coast Hwy & Western Ave (Eastbound),POINT (-118.30740630600008 33.78945107600007)
800,486164.0,Pacific Coast Hwy & Belle Porte Ave (Westbound),POINT (-118.30107092900012 33.78946891000007)
802,433067.0,Pacific Coast Hwy & Western Ave (Westbound),POINT (-118.3073312040001 33.789474674000104)
801,486165.0,Pacific Coast Hwy & President Ave (Westbound),POINT (-118.30414474000007 33.7895048930001)
799,486163.0,Pacific Coast Hwy & Normandie Ave (Westbound),POINT (-118.29771816700008 33.78987461400007)
762,486157.0,Pacific Coast Hwy & Normandie Ave (Eastbound),POINT (-118.29718172600008 33.790017278000086)
797,433066.0,110 Fwy & Pacific Coast Hwy (Westbound),POINT (-118.28349709500009 33.79076180600006)
764,433063.0,Figueroa St & Pacific Coast Hwy (Northbound),POINT (-118.28122258200007 33.790793013000076)
763,486158.0,Pacific Coast Hwy & Vermont Ave (Eastbound),POINT (-118.2912315270001 33.79096850000011)
798,486162.0,Pacific Coast Hwy & Vermont Ave (Westbound),POINT (-118.29202652000008 33.791015925000096)
796,433065.0,Harbor/Century Transitway Station (Southbound),POINT (-118.2808578010001 33.92862828700007)
765,433064.0,Harbor/Century Transitway Station (Northbound),POINT (-118.28065395400007 33.92863718900006)
766,426250.0,37th St Transitway Station (Northbound),POINT (-118.27999949500008 34.01766029700011)
638,426250.0,37th St Transitway Station (Northbound),POINT (-118.27999949500008 34.01766029700011)
704,426250.0,37th St Transitway Station (Northbound),POINT (-118.27999949500008 34.01766029700011)
733,426253.0,37th St Transitway Station (Southbound),POINT (-118.28033208800007 34.017913740000076)
667,426253.0,37th St Transitway Station (Southbound),POINT (-118.28033208800007 34.017913740000076)
795,426253.0,37th St Transitway Station (Southbound),POINT (-118.28033208800007 34.017913740000076)
250,422346.0,Jefferson Blvd & Hoover St Outbound,POINT (-118.28350648300005 34.02334591400009)
295,422346.0,Jefferson Blvd & Hoover St Outbound,POINT (-118.28350648300005 34.02334591400009)
296,433921.0,Figueroa St & Adams Blvd (Northbound),POINT (-118.27604055400008 34.028015282000105)
251,433921.0,Figueroa St & Adams Blvd (Northbound),POINT (-118.27604055400008 34.028015282000105)
335,433920.0,Figueroa St & Adams Blvd,POINT (-118.27592253700011 34.028379840000106)
248,433920.0,Figueroa St & Adams Blvd,POINT (-118.27592253700011 34.028379840000106)
666,426252.0,Flower St & Washington Blvd (Southbound),POINT (-118.27100336600007 34.03368798000006)
794,426252.0,Flower St & Washington Blvd (Southbound),POINT (-118.27100336600007 34.03368798000006)
732,426252.0,Flower St & Washington Blvd (Southbound),POINT (-118.27100336600007 34.03368798000006)
177,433919.0,Figueroa St & Washington Blvd,POINT (-118.27198505400008 34.03460375600006)
247,433919.0,Figueroa St & Washington Blvd,POINT (-118.27198505400008 34.03460375600006)
334,433919.0,Figueroa St & Washington Blvd,POINT (-118.27198505400008 34.03460375600006)
767,426251.0,Figueroa St & Washington Blvd,POINT (-118.27188849400005 34.034625984000094)
639,426251.0,Figueroa St & Washington Blvd,POINT (-118.27188849400005 34.034625984000094)
705,426251.0,Figueroa St & Washington Blvd,POINT (-118.27188849400005 34.034625984000094)
252,433922.0,Figueroa St & Washington Blvd (Northbound),POINT (-118.27185630800005 34.03465710200007)
180,433922.0,Figueroa St & Washington Blvd (Northbound),POINT (-118.27185630800005 34.03465710200007)
297,433922.0,Figueroa St & Washington Blvd (Northbound),POINT (-118.27185630800005 34.03465710200007)
530,424394.0,Olive St & Venice Blvd,POINT (-118.26542973500005 34.035043859000076)
387,426261.0,Grand Ave & Venice Blvd (Southbound),POINT (-118.2662987710001 34.03590183000009)
560,426261.0,Grand Ave & Venice Blvd (Southbound),POINT (-118.2662987710001 34.03590183000009)
463,426261.0,Grand Ave & Venice Blvd (Southbound),POINT (-118.2662987710001 34.03590183000009)
793,486121.0,Flower St & Venice Blvd (Southbound),POINT (-118.26877176800008 34.03714654000007)
665,486121.0,Flower St & Venice Blvd (Southbound),POINT (-118.26877176800008 34.03714654000007)
731,486121.0,Flower St & Venice Blvd (Southbound),POINT (-118.26877176800008 34.03714654000007)
176,433918.0,Figueroa St & Venice Blvd,POINT (-118.27018261000008 34.0373688070001)
246,433918.0,Figueroa St & Venice Blvd,POINT (-118.27018261000008 34.0373688070001)
333,433918.0,Figueroa St & Venice Blvd,POINT (-118.27018261000008 34.0373688070001)
640,486114.0,Figueroa St & Venice Blvd,POINT (-118.27011555400009 34.037386589000086)
768,486114.0,Figueroa St & Venice Blvd,POINT (-118.27011555400009 34.037386589000086)
706,486114.0,Figueroa St & Venice Blvd,POINT (-118.27011555400009 34.037386589000086)
181,433923.0,Figueroa St & Venice Blvd (Northbound),POINT (-118.2700753210001 34.03739547900008)
867,486211.0,Los Angeles St & 1st St (Northbound),POINT (-118.2422125340001 34.0516460590001)
829,486199.0,Los Angeles St & 1st St (Southbound),POINT (-118.24229836500007 34.05165494800011)
546,424398.0,Temple St & Judge John Aiso St,POINT (-118.23963493100007 34.05237163700011)
781,424398.0,Temple St & Judge John Aiso St,POINT (-118.23963493100007 34.05237163700011)
719,424398.0,Temple St & Judge John Aiso St,POINT (-118.23963493100007 34.05237163700011)
653,424398.0,Temple St & Judge John Aiso St,POINT (-118.23963493100007 34.05237163700011)
439,468993.0,Olive St & 9th St,POINT (-118.25796246500012 34.043956555000115)
534,468993.0,Olive St & 9th St,POINT (-118.25796246500012 34.043956555000115)
557,469006.0,Grand Ave & 9th St (Southbound),POINT (-118.25945377300009 34.044267705000074)
460,469006.0,Grand Ave & 9th St (Southbound),POINT (-118.25945377300009 34.044267705000074)
384,469006.0,Grand Ave & 9th St (Southbound),POINT (-118.25945377300009 34.044267705000074)
186,433930.0,Hill St & 8th St (Northbound),POINT (-118.2558166980001 34.04437438400007)
170,485113.0,8th St & Hill St,POINT (-118.25593203300006 34.04459218800006)
185,433927.0,9th St & Hope St (Eastbound),POINT (-118.26054811500006 34.045156697000074)
169,428855.0,Hill St & 7th St,POINT (-118.25477600100011 34.0456011900001)
187,428856.0,Hill St & 7th St (Northbound),POINT (-118.2544863220001 34.04582343500008)
57,433635.0,7th St & Hill St,POINT (-118.25465798400006 34.045956782000104)
535,468994.0,8th St & Grand Ave,POINT (-118.25808048200008 34.045956782000104)
440,468994.0,8th St & Grand Ave,POINT (-118.25808048200008 34.045956782000104)
364,468994.0,8th St & Grand Ave,POINT (-118.25808048200008 34.045956782000104)
121,433635.0,7th St & Hill St,POINT (-118.25465798400006 34.045956782000104)
124,433870.0,7th St & Hill St (Westbound),POINT (-118.25472235700012 34.04617013700008)
60,433870.0,7th St & Hill St (Westbound),POINT (-118.25472235700012 34.04617013700008)
171,433913.0,Hope St & 8th St,POINT (-118.25934648500011 34.0462768140001)
459,424400.0,Grand Ave & 7th-8th St (Southbound),POINT (-118.25706124300007 34.04680575300009)
383,424400.0,Grand Ave & 7th-8th St (Southbound),POINT (-118.25706124300007 34.04680575300009)
168,433911.0,Hill St & 6th St,POINT (-118.25305938700006 34.04747692300007)
188,485114.0,Hill St & 5th St (Northbound),POINT (-118.25236201300008 34.04812141900007)
167,433910.0,Hill St & 4th St,POINT (-118.25034499200007 34.05035711600008)
189,485115.0,Hill St & 4th St (Northbound),POINT (-118.25003385500008 34.050588238000074)
190,484575.0,Hill St & 2nd St (Northbound),POINT (-118.24749112100004 34.05333499000009)
866,486210.0,1st St & Broadway (Eastbound),POINT (-118.24538826900012 34.053494992000054)
830,486200.0,1st St & Broadway (Westbound),POINT (-118.24538826900012 34.05357943700009)
166,433909.0,Hill St & 1st St,POINT (-118.24717998500005 34.05378832800009)
725,469003.0,Flower St & 3rd St (Southbound),POINT (-118.25374603300007 34.05415277500006)
456,469003.0,Flower St & 3rd St (Southbound),POINT (-118.25374603300007 34.05415277500006)
242,433634.0,Flower St & 5th St,POINT (-118.25658917400007 34.05103270200007)
329,433634.0,Flower St & 5th St,POINT (-118.25658917400007 34.05103270200007)
119,433634.0,Flower St & 5th St,POINT (-118.25658917400007 34.05103270200007)
367,468996.0,Figueroa St & 6th St,POINT (-118.2582306860001 34.05111270600006)
443,468996.0,Figueroa St & 6th St,POINT (-118.2582306860001 34.05111270600006)
835,469004.0,Flower St & 5th St (Southbound),POINT (-118.2563236360001 34.051368271000094)
457,469004.0,Flower St & 5th St (Southbound),POINT (-118.2563236360001 34.051368271000094)
727,469004.0,Flower St & 5th St (Southbound),POINT (-118.2563236360001 34.051368271000094)
381,469004.0,Flower St & 5th St (Southbound),POINT (-118.2563236360001 34.051368271000094)
661,469004.0,Flower St & 5th St (Southbound),POINT (-118.2563236360001 34.051368271000094)
554,469004.0,Flower St & 5th St (Southbound),POINT (-118.2563236360001 34.051368271000094)
788,469004.0,Flower St & 5th St (Southbound),POINT (-118.2563236360001 34.051368271000094)
63,433872.0,Figueroa St & 5th St (Northbound),POINT (-118.25725436200008 34.05208162800009)
302,433872.0,Figueroa St & 5th St (Northbound),POINT (-118.25725436200008 34.05208162800009)
127,433872.0,Figueroa St & 5th St (Northbound),POINT (-118.25725436200008 34.05208162800009)
257,433872.0,Figueroa St & 5th St (Northbound),POINT (-118.25725436200008 34.05208162800009)
538,468997.0,Figueroa St & 5th St,POINT (-118.25718998900011 34.05215274200007)
711,468997.0,Figueroa St & 5th St,POINT (-118.25718998900011 34.05215274200007)
861,468997.0,Figueroa St & 5th St,POINT (-118.25718998900011 34.05215274200007)
645,468997.0,Figueroa St & 5th St,POINT (-118.25718998900011 34.05215274200007)
773,468997.0,Figueroa St & 5th St,POINT (-118.25718998900011 34.05215274200007)
368,468997.0,Figueroa St & 5th St,POINT (-118.25718998900011 34.05215274200007)
444,468997.0,Figueroa St & 5th St,POINT (-118.25718998900011 34.05215274200007)
726,469271.0,Flower St & 4th St (Southbound),POINT (-118.25454533100009 34.05327276600011)
553,469271.0,Flower St & 4th St (Southbound),POINT (-118.25454533100009 34.05327276600011)
660,469271.0,Flower St & 4th St (Southbound),POINT (-118.25454533100009 34.05327276600011)
54,433633.0,Flower St & 4th St,POINT (-118.25450778000008 34.05329943300009)
118,433632.0,Flower St & 3rd St,POINT (-118.25383186300007 34.0540372190001)
53,433632.0,Flower St & 3rd St,POINT (-118.25383186300007 34.0540372190001)
834,469003.0,Flower St & 3rd St (Southbound),POINT (-118.25374603300007 34.05415277500006)
828,486198.0,Los Angeles St & Temple St (Southbound),POINT (-118.24096798900005 34.05328165500007)
782,432148.0,Temple St & Los Angeles St (Westbound),POINT (-118.24072256700009 34.05331721200005)
452,432148.0,Temple St & Los Angeles St (Westbound),POINT (-118.24072256700009 34.05331721200005)
547,432148.0,Temple St & Los Angeles St (Westbound),POINT (-118.24072256700009 34.05331721200005)
376,432148.0,Temple St & Los Angeles St (Westbound),POINT (-118.24072256700009 34.05331721200005)
720,432148.0,Temple St & Los Angeles St (Westbound),POINT (-118.24072256700009 34.05331721200005)
654,432148.0,Temple St & Los Angeles St (Westbound),POINT (-118.24072256700009 34.05331721200005)
450,424397.0,Temple St & Los Angeles St,POINT (-118.2408070560001 34.05333054500009)
780,424397.0,Temple St & Los Angeles St,POINT (-118.2408070560001 34.05333054500009)
718,424397.0,Temple St & Los Angeles St,POINT (-118.2408070560001 34.05333054500009)
374,424397.0,Temple St & Los Angeles St,POINT (-118.2408070560001 34.05333054500009)
545,424397.0,Temple St & Los Angeles St,POINT (-118.2408070560001 34.05333054500009)
652,424397.0,Temple St & Los Angeles St,POINT (-118.2408070560001 34.05333054500009)
868,486212.0,Los Angeles St & Temple St (Nortbound),POINT (-118.24062466600009 34.05358388200009)
377,469001.0,Temple St & Spring St (Westbound),POINT (-118.24256658600005 34.05488833200011)
655,469001.0,Temple St & Spring St (Westbound),POINT (-118.24256658600005 34.05488833200011)
783,469001.0,Temple St & Spring St (Westbound),POINT (-118.24256658600005 34.05488833200011)
453,469001.0,Temple St & Spring St (Westbound),POINT (-118.24256658600005 34.05488833200011)
548,469001.0,Temple St & Spring St (Westbound),POINT (-118.24256658600005 34.05488833200011)
721,469001.0,Temple St & Spring St (Westbound),POINT (-118.24256658600005 34.05488833200011)
380,469003.0,Flower St & 3rd St (Southbound),POINT (-118.25374603300007 34.05415277500006)
659,469003.0,Flower St & 3rd St (Southbound),POINT (-118.25374603300007 34.05415277500006)
646,468998.0,Flower St & 3rd St,POINT (-118.25348854100007 34.05427277600009)
862,468998.0,Flower St & 3rd St,POINT (-118.25348854100007 34.05427277600009)
774,468998.0,Flower St & 3rd St,POINT (-118.25348854100007 34.05427277600009)
445,468998.0,Flower St & 3rd St,POINT (-118.25348854100007 34.05427277600009)
712,468998.0,Flower St & 3rd St,POINT (-118.25348854100007 34.05427277600009)
539,468998.0,Flower St & 3rd St,POINT (-118.25348854100007 34.05427277600009)
369,468998.0,Flower St & 3rd St,POINT (-118.25348854100007 34.05427277600009)
64,433873.0,Flower St & 3rd St (Northbound),POINT (-118.2534241680001 34.05428610900007)
298,433923.0,Figueroa St & Venice Blvd (Northbound),POINT (-118.2700753210001 34.03739547900008)
253,433923.0,Figueroa St & Venice Blvd (Northbound),POINT (-118.2700753210001 34.03739547900008)
360,432146.0,Olive St & Pico Blvd,POINT (-118.2633268830001 34.03804449700008)
436,432146.0,Olive St & Pico Blvd,POINT (-118.2633268830001 34.03804449700008)
531,432146.0,Olive St & Pico Blvd,POINT (-118.2633268830001 34.03804449700008)
122,427736.0,Hill St & 12th St,POINT (-118.26134204900005 34.03858237800009)
386,432149.0,Grand Ave & Pico Blvd (Southbound),POINT (-118.26424956300008 34.039093584000085)
462,432149.0,Grand Ave & Pico Blvd (Southbound),POINT (-118.26424956300008 34.039093584000085)
559,432149.0,Grand Ave & Pico Blvd (Southbound),POINT (-118.26424956300008 34.039093584000085)
361,468991.0,Olive St & 12th St,POINT (-118.2620716090001 34.03959145100007)
437,468991.0,Olive St & 12th St,POINT (-118.2620716090001 34.03959145100007)
532,468991.0,Olive St & 12th St,POINT (-118.2620716090001 34.03959145100007)
664,469274.0,Flower St & Pico Blvd (Southbound),POINT (-118.26695323000008 34.03999152100008)
730,469274.0,Flower St & Pico Blvd (Southbound),POINT (-118.26695323000008 34.03999152100008)
792,469274.0,Flower St & Pico Blvd (Southbound),POINT (-118.26695323000008 34.03999152100008)
175,433917.0,Figueroa St & Pico Blvd,POINT (-118.26836943600006 34.04024045300006)
332,433917.0,Figueroa St & Pico Blvd,POINT (-118.26836943600006 34.04024045300006)
245,433917.0,Figueroa St & Pico Blvd,POINT (-118.26836943600006 34.04024045300006)
299,433924.0,Figueroa St & Pico Blvd (Northbound),POINT (-118.26781153700004 34.04084499700011)
254,433924.0,Figueroa St & Pico Blvd (Northbound),POINT (-118.26781153700004 34.04084499700011)
58,427736.0,Hill St & 12th St,POINT (-118.26134204900005 34.03858237800009)
123,427737.0,Hill St & 12th St (Departing),POINT (-118.2609450820001 34.03892466400007)
59,427737.0,Hill St & 12th St (Departing),POINT (-118.2609450820001 34.03892466400007)
438,468992.0,Olive St & Olympic Blvd,POINT (-118.2595825200001 34.042169646000076)
533,468992.0,Olive St & Olympic Blvd,POINT (-118.2595825200001 34.042169646000076)
362,468992.0,Olive St & Olympic Blvd,POINT (-118.2595825200001 34.042169646000076)
385,469007.0,Grand Ave & Olympic Blvd (Southbound),POINT (-118.26053738600008 34.043120891000086)
558,469007.0,Grand Ave & Olympic Blvd (Southbound),POINT (-118.26053738600008 34.043120891000086)
461,469007.0,Grand Ave & Olympic Blvd (Southbound),POINT (-118.26053738600008 34.043120891000086)
363,468993.0,Olive St & 9th St,POINT (-118.25796246500012 34.043956555000115)
182,433924.0,Figueroa St & Pico Blvd (Northbound),POINT (-118.26781153700004 34.04084499700011)
641,469265.0,Figueroa St & Pico Blvd,POINT (-118.26781690100005 34.04087611300005)
769,469265.0,Figueroa St & Pico Blvd,POINT (-118.26781690100005 34.04087611300005)
707,469265.0,Figueroa St & Pico Blvd,POINT (-118.26781690100005 34.04087611300005)
173,433915.0,11th St & Hope St,POINT (-118.26328396800005 34.042427461000074)
174,433916.0,11th St & Flower St,POINT (-118.26423347000008 34.04307199500008)
791,486159.0,Flower St & 11th St (Southbound),POINT (-118.2640886310001 34.04311918800008)
708,469266.0,Figueroa St & 11th St,POINT (-118.26531708200008 34.04352983400006)
770,469266.0,Figueroa St & 11th St,POINT (-118.26531708200008 34.04352983400006)
642,469266.0,Figueroa St & 11th St,POINT (-118.26531708200008 34.04352983400006)
172,433914.0,Hope St & Olympic Blvd,POINT (-118.26188921900007 34.04354761400006)
183,433925.0,Figueroa St & 11th St (Northbound),POINT (-118.26529026000007 34.04357428400008)
331,414777.0,Flower St & Olympic Blvd,POINT (-118.2626348730001 34.04451217900007)
